canal,nome video,data,contagem
codigofacilito, Mini Curso SQLAlchemy con Python 1  Crear Modelo,2021-06-05 01:13:32.631,2
Programador BR, Pare de Deixar Tudo Para Depois,2021-06-04 15:16:36.548,2
GamePlaysCassi," OPA!! MUITOS JOGOS GRÁTIS no PC PARA RESGATE e JOGAR (EPIC e STEAM), e MELHOR PROMOÇÃO do ANO!!",2021-06-04 14:12:17.086,2
Daniel Morais Infocotidiano, Como usar um subselect  em uma consulta SQL,2021-06-04 13:57:52.415,2
"DesCOMPlica, Oliba!"," PL-PgSQL (Aula 10) - Manipulação de Datas e Timestamps em PostgreSQL - Dia, Mês, Ano, Hora e Minuto",2021-06-04 12:53:56.426,2
titobarrosTI, POSTGRESQL | 1 | Como formatar campos Data no PostgreSQL,2021-06-04 12:45:49.372,2
Marvel Entertainment, LEGO Marvel’s Avengers Trailer,2021-06-04 00:23:40.778,2
Marvel Entertainment, Marvel’s Avengers: A-Day | Official Trailer E3 2019,2021-06-04 00:20:26.671,2
IGN, 13 Minutes of Destroy All Humans! Remake Gameplay,2021-06-04 00:18:49.997,2
Skewed and Reviewed Gareth Von Kallenbach, Stubbs The Zombie: Rebel Without A Pulse Gameplay,2021-06-04 00:17:24.771,2
IGN, Crash Bandicoot 4: It's About Time - Official Trailer,2021-06-04 00:13:53.832,2
IGN, Mafia 3 Definitive Edition - Official Trailer,2021-06-04 00:10:34.209,2
IGN, 25 Minutes of BioMutant Gameplay - PAX 2017,2021-06-04 00:07:25.767,2
Trailers games, Grand Theft Auto V,2021-06-04 00:04:31.502,2
Drew Arvin, The Godfather Game Trailer,2021-06-04 00:03:36.563,2
João Piel Neto, COMO BAIXAR E INSTALAR  QUALQUER JOGO NO SEU PC!!!,2021-06-03 23:52:25.123,2
Capitão Capcom, Os 20 MELHORES JOGOS PARA PC FRACO e JOGOS PARA PC MEDIO em 10 minutos,2021-06-03 23:25:58.462,2
Meteoro Brasil, DESTRINCHANDO O PRONUNCIAMENTO DE BOLSONARO,2021-06-03 23:05:35.653,2
Eduardo Mendes," Novidades do SQLAlchemy (orm async, 2.0 e queries) - Live de Python #166",2021-06-03 21:28:17.161,2
Eduardo Mendes, Live de Python #139 - SQLAlchemy ORM,2021-06-03 20:52:25.129,2
AppNexus, Diversity is Being Invited to the Party: Inclusion is Being Asked to Dance,2021-06-03 20:46:56.262,2
Roni Zeri USA, COMO RECÉM CHEGADO CONSEGUE TRABALHO NOS ESTADOS UNIDOS #2,2021-06-03 17:58:24.802,2
Hostinger Brasil, 🧱 Como Fazer Logo Grátis 🧱 (2021),2021-06-03 17:31:17.735,2
iFood, iFood Pedal - Pedalar por um futuro melhor,2021-06-03 16:13:12.808,2
Tecnología Binaria;, Cómo USAR el CASE en PGSQL | Curso de PostgreSQL #64,2021-06-03 01:03:45.238,2
DataEmpire Soluções, CURSO SQL - CASE (COMO FAZER CASE WHEN THEN),2021-06-03 00:48:28.902,2
Capitão Capcom," GRÁTIS - Os 30 Melhores Jogos para PC FRACO e PC MÉDIO, Jogos leves GRATUITOS!",2021-06-03 00:29:30.176,2
Alessandro Trovato, SQL SERVER - 33 - CASE - Estruturas de decisão para alterar forma de visualização dos dados,2021-06-03 00:18:46.841,2
"CORTES RAP, FALANDO [OFICIAL]"," COMO FOI VER O COMEÇO DO RACIONAIS DE PERTO | rap, falando: cortes",2021-06-02 23:57:48.685,2
Cortes PodMestre [OFICIAL], NOG MANDA PAPO RETO PARA MC SID,2021-06-02 23:51:36.249,2
Roni Zeri USA, COMO RECÉM CHEGADO CONSEGUE TRABALHO NOS ESTADOS UNIDOS #2,2021-06-02 23:14:05.487,2
Daniela Azeredo - USA, AS MELHORES FORMAS DE IMIGRAR EM 2021 PARA OS ESTADOS UNIDOS!,2021-06-02 23:13:49.768,2
"CORTES RAP, FALANDO [OFICIAL]"," VIVÊNCIAS COM O MANO BROWN (RASHID E KAMAU) | rap, falando: cortes",2021-06-02 22:55:47.953,2
"CORTES RAP, FALANDO [OFICIAL]"," RASHID E KAMAU DÃO PAPO RETO SOBRE KAROL E PROJOTA NO BBB | rap, falando: cortes",2021-06-02 22:30:54.272,2
Cortes do Flow [OFICIAL], A ANITTA QUASE FALIU O DENNIS DJ | Cortes do Flow,2021-06-02 22:18:58.302,2
Mariana Cagnin, Como desenhar rostos?,2021-06-02 21:37:34.584,2
Charles Laveso, Vídeo Aula / Desenhando um Rosto Realista - Charles Laveso,2021-06-02 21:27:20.724,2
GuuhDesenhos, COMO DESENHAR O HOMEM ARANHA,2021-06-02 21:12:40.218,2
Beyond The L Word," Piper & Taystee Get Real: ""What Is It About Me That Makes People Wanna Fuck with Me?"" | OITNB | 6x11",2021-06-02 19:13:12.958,2
adsense, https://www.youtube.com/watch?v=1iBED164Pfk,2021-06-02 16:23:16.075,2
Capitão Capcom," GRÁTIS - Os 30 Melhores Jogos para PC FRACO e PC MÉDIO, Jogos leves GRATUITOS!",2021-06-02 00:03:09.824,2
Flow Compilações, OROCHI NO FLOW | MELHORES MOMENTOS,2021-06-01 23:56:24.232,2
adsense, https://www.youtube.com/watch?v=1iBED164Pfk,2021-06-01 23:55:40.210,2
FLASHPOINT GAMES, Top 10 Melhores Jogos Grátis Para PC +Download+ 2021 ( FREE TO PLAY GAMES ),2021-06-01 23:51:10.501,2
BeardedDev, SQL Tutorial - CASE Statements,2021-06-01 19:45:43.064,2
PG Casts by Hashrocket, Postgres Conditionals: How to Use Case,2021-06-01 19:45:33.203,2
Dickson S. Guedes, Entenda CASE SENSITIVE no PostgreSQL em 5 minutos,2021-06-01 19:44:42.467,2
Zurubabel, SQL Server Intermediário (Aula 9) - Comando Case,2021-06-01 19:30:41.975,2
Emicida," Emicida - Papel, caneta e coração",2021-06-01 16:23:00.305,2
Coruja BC1, Coruja BC1 - MODO F (J Cole - A Tale of 2 Cities - REMIX),2021-06-01 16:18:20.189,2
Froid, Froid - Peita de dar Rolê,2021-06-01 16:14:58.557,2
nk music," [FREE] Isaiah Rashad x Kendrick Lamar x J. Cole Chill Type Beat | ""Telesto""",2021-06-01 16:09:08.420,2
nk music," [FREE] Isaiah Rashad x J. Cole x Kendrick Lamar Lofi Type Beat | ""Hermes""",2021-06-01 16:03:35.599,2
Emicida, Emicida - AmarElo (Sample: Belchior - Sujeito de Sorte) part. Majur e Pabllo Vittar,2021-06-01 16:03:32.382,2
SZAVEVO, SZA - The Weekend (Audio),2021-06-01 16:03:08.516,2
DonLMusic, 03. Don L - Aquela Fé (feat. Nego Gallo),2021-06-01 15:56:59.518,2
Salvador da Rima, Salvador - “Vergonha Pra Mídia” (Feat. MC Ryan SP/Nog/Kevin/Lele JP) [Prod. Dj Boy/Nine/Ramiro],2021-06-01 15:51:49.872,2
Rap Box, Djonga | Clara Lima | FBC | Hot & Oreia - Diáspora - DV Tribo [Ep.109],2021-06-01 15:46:17.406,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-06-01 15:40:07.357,2
BK', 3. Quadros part. Ashira e Luccas Carlos (Prod. JXNVS),2021-05-31 23:12:36.815,2
FBC, FBC - AUTO AJUDA,2021-05-31 23:05:44.372,2
Eduardo Mendes, Live de Python #139 - SQLAlchemy ORM,2021-05-31 23:03:00.435,2
Stress," (FREE) Pop Smoke x Gunna x Sidoka Type Beat - ""Japan"" (Prod. Stress)",2021-05-31 21:11:35.210,2
Stress," (FREE) Future x Jovem Dex Type Beat - ""Money Rain"" (Prod. Stress)",2021-05-31 21:09:01.381,2
Stress," (FREE) Brandão x Aimar x Teto x Gunna - ""Lacoste"" (Prod. Stress)",2021-05-31 21:05:41.386,2
Stress," (FREE) Orochi x Filipe Ret x L7NNON Type Beat - ""Isqueiro"" (Prod. Stress)",2021-05-31 21:02:31.786,2
Prod. Ttheuz1n," (FREE) Teto x Aimar x Reid Type Beat ""Cash"" (Prod. Ttheuz1n)",2021-05-31 20:58:07.108,2
BK', BK' - Castelos & Ruínas (Álbum Completo),2021-05-31 20:55:45.204,2
Froid, Froid part Djonga - A Pior Música Do Ano (prod.Froid),2021-05-31 20:51:58.139,2
Melhores Cortes, A HISTÓRIA DA PIOR MÚSICA DO ANO,2021-05-31 20:48:53.653,2
Curso em Vídeo, Recode Pro 2021 - A sua oportunidade de sucesso!,2021-05-31 20:47:57.700,2
HBO Brasil, GREG NEWS | CERCADINHO,2021-05-31 20:46:16.693,2
Meteoro Brasil, OPOSIÇÃO A BOLSONARO VAI ÀS RUAS,2021-05-31 20:35:25.573,2
HBO Brasil, GREG NEWS | BRASIL PARALELO,2021-05-31 19:57:28.702,2
Porta dos Fundos, PODCAST,2021-05-31 19:42:26.361,2
chilli music," Chill Drive - Lofi hip hop mix ~ Stress Relief, Relaxing Music",2021-05-31 19:41:42.107,2
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""CERCLE""",2021-05-31 19:39:56.788,2
André Theodoro, EMULSÃO SERIGRÁFICA | André Theodoro,2021-05-28 01:07:24.137,2
Toca do Silk, Como preparar emulsão para tela de serigrafia,2021-05-28 00:49:53.405,2
Puxando Rodo," Emulsões (diazo, bicromato, fotopolímero) - Dicionário de Serigrafia #004",2021-05-28 00:48:44.006,2
MAÊDUS SERIGRAFIA, Fixador caseiro de emulsao pra serigrafia,2021-05-28 00:33:54.023,2
Puxando Rodo, GRAVANDO TELA COM JATO DE ALTA PRESSÃO - sem estourar,2021-05-28 00:26:56.040,2
SILKMAFIA - Dicas e tutoriais de Serigrafia," EMULSÃO SOLTANDO DA TELA, COMO RESOLVER? - DICAS DE SERIGRAFIA / SILK-SCREEN PARA INICIANTES",2021-05-28 00:19:12.819,2
Zica tg, COMO BAIXAR E INSTALAR  GTA 5 completo no PC (SEM ERROS)  2021 ATUALIZADO,2021-05-27 21:45:46.652,2
Zica tg, Como BAIXAR e INSTALAR GTA 4  PC Completo + Tradução 2021,2021-05-27 21:45:36.656,2
Aeroluz, NOTEBOOK i5 8265U + MX130 - SERÁ QUE RODA ALGUM JOGO? #2 | Review Acer Aspire 5 A515-52G-58LZ,2021-05-27 19:55:57.677,2
EscolhaSegura, Qual a MELHOR PLACA DE VÍDEO para notebook? | como escolher um NOTEBOOK GAMER!,2021-05-27 19:37:44.129,2
Paulo Fagoto, NVIDIA GeForce MX130 é Boa? Vale a Pena? Teste Placa de Vídeo (Vídeo Dedicado),2021-05-27 19:25:30.378,2
About Games, Como Baixar e Instalar GTA 5 SUPER LITE (PC 2G DE RAM),2021-05-27 19:14:00.755,2
About Games, Como Baixar e Instalar NOVO GTA 5 LITE PARA PC FRACO 2021,2021-05-27 19:13:03.648,2
notebookdm, GTA 5 em notebook basico com Intel UHD Graphics 620 com OPTANE ✅,2021-05-27 19:11:09.053,2
Felipe JQ, intel UHD 620 Gaming - GTA V (Lenovo ideapad 320-330),2021-05-27 19:10:31.763,2
Me Chama de Jão, 37 jogos que rodam na Intel HD Graphics 620 📢 em 2021,2021-05-27 19:07:00.582,2
Casual Benchmark," MX130 Gaming \ 17 Games \ ""GTA V"" ""Pubg"" ""Far Cry 5"" and More",2021-05-27 00:05:40.435,2
Dr Lucas Fustinoni, ⭐ Como Fazer a BARBA CRESCER mais RÁPIDO | 6 DICAS | Dr Lucas Fustinoni,2021-05-26 23:59:26.462,2
New Old Man, Produtos Para Crescimento de Barba Funcionam? Cuidado Masculino | New Old Man,2021-05-26 23:59:16.640,2
João Junior - Barba Brasil, Esse produto natural vai fazer sua barba crescer de VERDADE!,2021-05-26 23:58:42.924,2
AlexandreOnline, COMO BAIXAR E INSTALAR GTA 5 NO PC (SEM ERROS) EM PORTUGUÊS,2021-05-26 22:16:11.224,2
Zica tg, COMO BAIXAR E INSTALAR  GTA 5 completo no PC (SEM ERROS)  2021 ATUALIZADO,2021-05-26 22:10:28.208,2
Rafaella Ballerini, O QUE É GIT E GITHUB? - definição e conceitos importantes 1/2,2021-05-26 21:51:52.505,2
Cortes Podpah [OFICIAL], NEYMAR RESPONDE PODPAH EM LIVE!😱,2021-05-26 21:49:11.240,2
Meteoro Brasil, CAPITÃ CLOROQUINA NA CPI: UM RESUMO,2021-05-26 17:55:44.548,2
jelly beats," [SOLD] ""will i see you again?"" - J. Cole x Mac Miller Type Beat | Prod. JELLY",2021-05-26 01:39:21.006,2
Prod. Ttheuz1n," (FREE) Teto x Gunna x Sidoka Type Beat - ""Rolex"" (Prod. Ttheuz1n)",2021-05-26 01:24:14.271,2
Prod. Ttheuz1n," (FREE) [GUITAR] Aimar x Teto x Jovem Dex Type Beat - ""Florida"" (Prod. Ttheuz1n x Tkd)",2021-05-26 01:22:14.498,2
Dripio Beats, [FREE] Juice Wrld x Gunna type beat - backstab | Guitar type beat,2021-05-26 01:21:43.594,2
Hanhed," [FREE] Sad Guitar Trap Type Beat ""Slow Motion"" | Sad Rap Instrumental",2021-05-26 01:21:22.104,2
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-05-26 01:16:14.120,2
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-26 01:08:16.067,2
Enxuga Gelo PodCast - FROID, FROID e RODRIGO OGI Comentam Sobre RAP GRINGO e MF DOOM | ENXUGA GELO PODCAST 🌴,2021-05-26 01:05:20.268,2
Enxuga Gelo PodCast - FROID," FROID : ""EU ME APAIXONEI PELO RAP POR CAUSA DISSO"" | Rodrigo OGI ENXUGA GELO PODCAST 🌴",2021-05-26 00:59:27.537,2
Enxuga Gelo PodCast - FROID," POLÊMICA! ""ARTISTA DE VERDADE AQUELE QUE NÃO FAZ POP"" | FROID ENXUGA GELO PODCAST 🌴",2021-05-26 00:56:48.314,2
Enxuga Gelo PodCast - FROID," Nem SEMPRE OQUE É BOM Tem Muitas VISUALIZAÇÕES Porque.... ""SUCESSO É VOCE TER UMA CARREIRA LONGEVA""",2021-05-26 00:54:09.724,2
Enxuga Gelo PodCast - FROID," ME FALARAM PARA ASISTIR NARUTO, ACABEI ASSITINDO DE PONTA A PONTA ! PORQUE.....",2021-05-26 00:50:14.067,2
Enxuga Gelo PodCast - FROID," As MUSICAS De HOJE SÃO TODAS IGUAIS !!! ""Esses Caras Só COPIAM""  | FROID ENXUGA GELO PODCAST 🌊🌴",2021-05-26 00:48:04.042,2
Enxuga Gelo PodCast - FROID," O MELHOR SOM Do ENXUGA GELO Até HOJE !! MURICA QUEBRA TUDO AO VIVO! ""Flores e Facas"" | FROID PODCAST",2021-05-26 00:45:50.679,2
Talk Flow, FROID E TRETA COM O BACO EXU DO BLUES!,2021-05-26 00:32:13.030,2
Enxuga Gelo PodCast - FROID, BK NO ALCOÓLICOS ANONIMOS?  | ENXUGA GELO PODCAST,2021-05-26 00:26:01.727,2
Enxuga Gelo PodCast - FROID, TRETAS Do EMICIDA !!! FROID e RODRIGO OGI EXPLANAM TUDO !!!  FROID ENXUGA GELO PODCAST 🌊🌴,2021-05-26 00:19:53.622,2
"CORTES RAP, FALANDO [OFICIAL]"," SANT CANTA VERSO INÉDITO ABSURDO! | rap, falando: cortes",2021-05-26 00:18:45.698,2
"CORTES RAP, FALANDO [OFICIAL]"," INFÂNCIA E FAMILIA DO SANT | rap, falando: cortes",2021-05-26 00:13:36.702,2
"CORTES RAP, FALANDO [OFICIAL]"," O FÃ NÃO QUER QUE O ÍDOLO SEJA IGUAL A ELE | rap, falando: cortes",2021-05-26 00:07:32.729,2
"CORTES RAP, FALANDO [OFICIAL]"," ÁLBUM DO SANT E O RUMO DE SUA CARREIRA | rap, falando: cortes",2021-05-25 23:53:52.002,2
"CORTES RAP, FALANDO [OFICIAL]"," SÓ PODE FALAR M*RDA NA MUSICA (POETAS NO TOPO) | rap, falando: cortes",2021-05-25 23:40:40.676,2
"CORTES RAP, FALANDO [OFICIAL]"," A HISTÓRIA DE SANT E MARECHAL | rap, falando: podcast",2021-05-25 23:28:54.488,2
"CORTES RAP, FALANDO [OFICIAL]"," HISTÓRIAS DE ENQUADRO | rap, falando: podcast",2021-05-25 23:22:31.099,2
"CORTES RAP, FALANDO [OFICIAL]"," SER R0UBADO PELA PM x SER R0UBADO PELO CR1ME | rap, falando: cortes",2021-05-25 23:08:58.022,2
"CORTES RAP, FALANDO [OFICIAL]"," YUNG BUDA EXPLICA LINHA PRO MATUÊ | rap, falando: cortes",2021-05-25 23:06:30.942,2
Cortes Podpah [OFICIAL], ENCONTRO COM SNOOP DOGG,2021-05-25 17:33:18.794,2
Podcast's Cortados, COMO ANITTA GRAVOU COM SN00P DOG? PAPATINHO   Podpah #119,2021-05-25 17:22:00.178,2
Podcast's Cortados, COMO SÃO AS FESTAS NA CASA DA ANITTA? PAPATINHO   Podpah #119,2021-05-25 17:08:17.410,2
Cortes do Enxuga Gelo [OFICIAL]," NO MEIO DA DISS DO KLYN, FROID COBRA ELE | FREESTYLE do Enxuga Gelo",2021-05-25 17:02:23.417,2
Flow Compilações, TENTE NÃO RIR - EDIÇÃO PODPAH (SE RIR REINICIE O VÍDEO),2021-05-25 16:55:31.550,2
Bóson Treinamentos, 37 - Conversão de Tipos de Dados no SQL Server com Cast e Convert,2021-05-25 16:15:42.003,2
Daniel Morais Infocotidiano, Curso PostgreSQL #24 Min() e Max(),2021-05-25 15:51:37.256,2
Daniel Morais Infocotidiano," Curso PostgreSQL #17 Join, Left Join e Right Join",2021-05-25 15:26:53.293,2
Dev Aprender, SQL AULA 23 SUBQUERY + DESAFIOS,2021-05-25 15:15:27.365,2
Daniel Morais Infocotidiano, Curso PostgreSQL #1 Instalando no Ubuntu e Derivados,2021-05-25 15:13:43.809,2
Bóson Treinamentos," 19 - T-SQL - Funções Agregadas - SUM, COUNT, MAX, MIN, AVG - SQL Server",2021-05-25 15:06:26.234,2
Julio Secchin, Julio Secchin - Jovem (Clipe Oficial),2021-05-25 15:05:37.792,2
Daniel Morais Infocotidiano," Curso PostgreSQL #17 Join, Left Join e Right Join",2021-05-24 19:50:35.526,2
André de Moraes, De onde vem as boas ideias (dublado),2021-05-24 18:44:48.595,2
Emicida, Emicida - AmarElo (Sample: Belchior - Sujeito de Sorte) part. Majur e Pabllo Vittar,2021-05-24 16:27:50.391,2
Emicida," Emicida - Principia part. Pastor Henrique Vieira, Fabiana Cozza, Pastoras do Rosário",2021-05-24 16:21:53.778,2
Emicida, Emicida - É tudo pra ontem part. Gilberto Gil,2021-05-24 16:13:51.534,2
Julio Secchin, Julio Secchin - Jovem (Clipe Oficial),2021-05-24 16:10:39.951,2
adsense, https://www.youtube.com/watch?v=ilYgLWiT2a0,2021-05-24 14:26:51.169,2
Machado Videos," Photoshop CC 2017 Como Baixar, Instalar e Ativar em PT-BR!",2021-05-24 14:20:46.468,2
Tecnollar Tecnologia, BAIXAR PHOTOSHOP EM 2021 COMPLETO EM PORTUGUÊS 64BITS,2021-05-24 14:12:48.015,2
Tecnollar Tecnologia, O QUE É TORRENT? COMO FUNCIONA? É ILEGAL? QUAIS OS MELHORES GERENCIADORES/APLICATIVOS DE TORRENT?,2021-05-24 13:51:51.644,2
Centro DO Downloads, Como instalar Adobe Photoshop cc 2017  x86 e x64,2021-05-24 12:35:56.125,2
Daniela Silvh, ROTINA TRABALHANDO NA NOSSA HAMBURGUERIA DELIVERY | ORGANIZAÇÃO | PEDIDOS | LIMPEZA  - DANI SILVH,2021-05-24 00:27:55.217,2
Jp Fernandes, EQUIPAMENTOS PARA SUA HAMBURGUERIA,2021-05-24 00:24:26.536,2
Jp Fernandes, COMO MONTEI MINHA HAMBURGUERIA DO ZERO,2021-05-24 00:18:15.570,2
Samuel Lima, Como montei uma lanchonete com 300 reais.,2021-05-24 00:09:30.370,2
Eduardo Perrone, Como Montar um Hambúrguer Caseiro Corretamente - Sanduba Insano,2021-05-24 00:07:48.762,2
Daniela Silvh, INAUGURAÇÃO 😍| PRIMEIRO DIA DA NOSSA HAMBURGUERIA - DANI SILVH,2021-05-23 23:51:16.455,2
RANGO, Especial 9 molhos para Hambúrguer - parte 2 - burger sauces,2021-05-23 23:29:15.489,2
RANGO, Especial 9 molhos para Hambúrguer - parte 1 - Burger sauces,2021-05-23 23:12:30.986,2
Victor Bacchi, COMO LUCREI 5 MIL EM 1 MÊS COM UM DELIVERY EM CASA,2021-05-23 22:23:46.460,2
Michelli Brito, Github: Criando um Branch e  fazendo um Merge,2021-05-22 22:47:29.128,2
Filipe Deschamps," GitHub, Repositório Open Source, Gestão do Projeto e Escopo de cada Robô (Project Management)",2021-05-22 22:45:05.086,2
Jeterson Lordano, Como enviar um projeto para o GitHub? (SEM ENROLAÇÃO),2021-05-22 22:35:19.140,2
CodeAM, Tutorial de Git - Criando uma branch,2021-05-22 22:33:57.776,2
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-05-22 14:53:10.084,2
Forever Young," (FREE) Drake Type Beat - ""On My Soul""",2021-05-22 14:52:55.742,2
adsense,Visited https://www.youtube.com/watch?v=7N0d1EvZEd0,2021-05-22 14:52:53.581,2
Balance Cooper," (FREE) A$AP ROCKY X KENDRICK LAMAR TYPE BEAT ""COZY DREAMS""",2021-05-22 14:48:50.572,2
XavierX Beatz," Freestyle Boom Bap Beat | ""TRAICION"" | Jazz Boom Bap Instrumental Uso libre |",2021-05-22 14:48:45.231,2
XavierX Beatz," Guitar Boom Bap Beat | ""BENDITO DESAMOR"" |  Jazz Boom Bap Instrumental Uso Libre |",2021-05-22 14:48:12.517,2
Bulga Beatz," [FREE FOR PROFIT] BASE DE RAP BOOM BAP - ""BULLY"" | HIP HOP INSTRUMENTAL | Rap Freestyle Beat",2021-05-22 14:47:55.133,2
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-22 14:43:00.196,2
OQ Produções, Kayblack e Levi - Diamantes ( Prod. Wall Hein ),2021-05-22 14:38:46.712,2
"CORTES RAP, FALANDO [OFICIAL]"," PQ O SANT SE APOSENTOU DO RAP?  | rap, falando: cortes",2021-05-22 14:31:54.453,2
Lecter," Como baixar, instalar e ativar Photoshop CC 2015 32x64 - 2018",2021-05-21 23:18:59.274,2
Jhit Naguindas, Como BAIXAR o PHOTOSHOP CC 2021 GRÁTIS (JÁ CRACKEADO),2021-05-21 23:17:59.098,2
Prof. Cíntia Pinho, GitHub - Configurar Git Bash e subir arquivos para o repositório - Parte 2,2021-05-21 22:15:47.837,2
BK', BK' - Titãs (Gigantes),2021-05-21 22:13:57.457,2
BK', BK' - Universo | O Líder em Movimento,2021-05-21 22:09:40.137,2
BK', BK' - Mudando o Jogo,2021-05-21 22:06:55.640,2
BK'," BK' - Dinheiro, Poder, Respeito",2021-05-21 22:03:44.285,2
Rodrigo TeORiA, Supletivo DH - Metabase,2021-05-21 18:32:10.832,2
adsense,Visited http://www.toomics.in/br/webtoon/detail/code/95423/ep/0/toon/4698/a/ET228051821?pid=POR_GG_CID-ET228051821_StepM&channel=Google,2021-05-20 23:41:18.595,2
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #06,2021-05-20 23:35:17.547,2
SemstressTv," Rincon da aulas de historia e fala de Matuê, Jovem dex e KayBlack.",2021-05-20 23:30:01.955,2
Meteoro Brasil, BOLSONARO NO TRIBUNAL PENAL INTERNACIONAL,2021-05-20 23:10:57.977,2
Meteoro Brasil, A LUTA CONTRA O FASCISMO DENTRO DAS POLÍCIAS,2021-05-20 22:51:15.270,2
Meteoro Brasil, ERNESTO ARAÚJO NA CPI: UM RESUMO,2021-05-20 22:38:23.926,2
Porta dos Fundos, PFIZER,2021-05-20 22:34:32.472,2
Meteoro Brasil, EDUARDO PAZUELLO NA CPI: UM RESUMO,2021-05-20 22:21:11.034,2
MV Bill, MV BILL - VOANDO BAIXO (Full Album),2021-05-20 22:16:17.408,2
adsense, https://www.youtube.com/watch?v=QCSrK5e2YiU,2021-05-20 22:08:29.142,2
Lucas e Orelha (Oficial)," Lucas e Orelha, Becca Perret - Mulher",2021-05-20 20:29:39.871,2
Lucas e Orelha (Oficial), Lucas e Orelha - Felicidade Black V (Clipe Oficial),2021-05-20 20:14:56.300,2
Lucas e Orelha (Oficial)," Lucas e Orelha, Marcinho, Buchecha, Lellê - É Tão Bom Sonhar (Felicidade Black III) [Clipe Oficial]",2021-05-20 20:11:46.635,2
Lucas e Orelha (Oficial)," Lucas e Orelha - Felicidade Black feat. Rapha Lucas, Becca Perret, DJ Zullu (Clipe Oficial)",2021-05-20 20:08:46.521,2
Lucas e Orelha (Oficial)," Lucas e Orelha, MC Rebecca, Mumuzinho - Mãe Africa (Felicidade Black II) [Clipe Oficial]",2021-05-20 20:05:05.077,2
Lucas e Orelha (Oficial)," Lucas e Orelha, Mih - João Ninguém (Felicidade Black IV) [Clipe Oficial]",2021-05-20 20:02:10.216,2
Lucas e Orelha (Oficial), MASHUP OS MENINU I - Menos é Mais X Gustavo Lins X Os Travessos X Ferrugem X Sorriso Maroto,2021-05-20 20:00:56.037,2
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-20 19:41:01.909,2
Mr Bean, Mr Bean's Top 10 Moments | Mr Bean,2021-05-20 19:32:41.511,2
Stefan Baby, Cinco Minutos - Clipe Oficial,2021-05-20 19:30:19.746,2
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-20 19:30:00.156,2
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-20 19:29:31.287,2
America's Funniest Home Videos, Ocean Eats Human | Best Summer FAILS! AFV 2019,2021-05-20 19:27:26.937,2
America's Funniest Home Videos, This Will Go Well We're Sure 😉 | Fails of the Week | April 2019 AFV,2021-05-20 19:26:24.612,2
Fr4nce, FOOTBALL REWIND 2020 - TOP FUNNIEST FOOTBALL CLIPS OF THE YEAR (TRY NOT TO LAUGH),2021-05-20 19:26:19.652,2
Malibu Studios," Malibu || Onde Você Mora - Ferrugem, Gaab, Vitão & Keviin",2021-05-20 19:25:12.612,2
COMÉDIA BRASIL, PIORES TOMBOS ▼TENTE NÃO RIR▲VIDEOS ENGRAÇADOS 2021 #03,2021-05-20 19:21:56.183,2
FailArmy, Try Not to Laugh Challenge! Funny Fails | Fails of the Week | FailArmy,2021-05-20 19:21:23.805,2
Cassetadas , Vídeo Cassetadas #3,2021-05-20 19:21:02.791,2
Tudo e Mais Um Pouco, SLIMES MAS BONITAS DO MUNDO 😱🌏😍,2021-05-20 19:19:26.921,2
Tudo e Mais Um Pouco, MELHORES FILMES ANIMADOS DO MUNDO 🌏 😱❤️,2021-05-20 19:18:19.912,2
Bóson Treinamentos, MySQL - HAVING - Filtrando os resultados do Agrupamento - 27,2021-05-20 13:41:13.089,2
Fabio Prado, Usando a cláusula HAVING em instruções SQL,2021-05-20 13:30:06.466,2
Rap News World, Projota Humilh4 garota e Eduardo Taddeo ensina como se deve fazer,2021-05-20 13:22:54.834,2
Diolinux, Uma lição de História: Você conhece o primeiro Ubuntu?,2021-05-19 18:30:15.573,2
Criolo, Criolo - Ainda Há Tempo (Álbum Completo) - 2016,2021-05-19 14:04:13.275,2
Daniel Moraes, Black Alien Abaixo de Zero Hello Hell - Todas as Músicas em Excelente Som!!!,2021-05-19 13:37:23.037,2
FBC, FBC - PADRIM (Full Album),2021-05-19 13:36:37.391,2
BK', BK' - Castelos & Ruínas (Álbum Completo),2021-05-19 12:55:00.947,2
FBC, FBC - PIOR QUE ELES,2021-05-19 12:50:43.985,2
FBC, FBC - AUTO AJUDA,2021-05-19 12:47:38.588,2
